**ID**,**Consumer-ID**,**Transaction Timestamp**,**Payment Amount**,**Consumption**
ORDER_AA59CD5503,USER_D5003A4CBECE,2023-03-06 11:24:07,330.0,45.39
ORDER_7AB5FB2ED1,USER_C8C2EBCA9FBB,2023-03-06 11:20:32,330.0,45.39
ORDER_BDE3726CDB,USER_89B6CCA83409,2023-03-06 11:02:46,347.0,47.73
ORDER_871F913A1B,USER_D8B0797DA82E,2023-03-06 10:39:57,240.0,33.01
ORDER_925F1B4F99,USER_CA8F54DAFC99,2023-03-06 10:34:25,365.0,50.21
ORDER_94ACC2BA05,USER_8188BD0941EB,2023-03-06 10:27:09,235.0,32.32
ORDER_AB0FED68C1,USER_10C6CBB7E4B6,2023-03-06 10:18:35,220.0,30.26
ORDER_3DBF965DBE,USER_4F1148048080,2023-03-06 10:17:13,393.0,54.06
ORDER_48A2906AAB,USER_E9E1BBA9A050,2023-03-06 10:10:58,205.0,28.2
ORDER_DF16349392,USER_7323AF0FED07,2023-03-06 10:09:56,200.0,27.51
ORDER_9FF6EEF032,USER_6AB843E78212,2023-03-06 09:29:17,100.0,13.76
ORDER_01E28237CF,USER_6599B0AB5E8D,2023-03-06 09:10:59,249.0,34.25
ORDER_A178AC3703,USER_9DD9ED1C6857,2023-03-06 09:10:49,292.0,40.17
ORDER_F5F54F1B3C,USER_DA2F1AC2F852,2023-03-06 09:08:19,190.0,26.13
ORDER_31D05F681A,USER_EE3CA5C4C239,2023-03-06 09:06:34,261.0,35.9
ORDER_EA2D0B894D,USER_B71B07505C88,2023-03-06 09:04:30,212.0,29.16
ORDER_165942A4F7,USER_F6F87C13F8AB,2023-03-06 08:34:54,330.0,45.39
ORDER_6DD5E2C5A7,USER_90818C881293,2023-03-06 08:21:38,280.0,38.51
ORDER_B24E5D9789,USER_1DAEBC457EF9,2023-03-06 08:10:47,205.0,28.2
ORDER_50B1C50029,USER_AC7A5E8C2D3A,2023-03-06 08:00:25,300.0,41.27
ORDER_D4164A7974,USER_F38867D48C3D,2023-03-06 07:33:24,253.0,34.8
ORDER_43FBD829D4,USER_577133DBECDF,2023-03-06 07:33:13,236.0,32.46
ORDER_BA949783C7,USER_F4898F1706D9,2023-03-06 07:28:05,312.0,42.92
ORDER_33A3610318,USER_7D9DB67FF0E4,2023-03-06 05:48:04,180.0,24.76
ORDER_024416792B,USER_70AE6EEE557F,2023-03-05 21:39:42,214.0,29.44
ORDER_56C93FC2C7,USER_C49FDE09E6B1,2023-03-05 21:15:15,232.0,31.91
ORDER_6E65F67C52,USER_148D5F531044,2023-03-05 20:58:48,261.0,35.9
ORDER_06C1887E69,USER_EB6450BF8635,2023-03-05 20:53:03,372.0,51.17
ORDER_587906FF01,USER_CC018F13FFC0,2023-03-05 20:35:49,300.0,41.27
ORDER_17AF7B4DF2,USER_FE94874C9531,2023-03-05 20:34:29,238.0,32.74
ORDER_A3CE9886CF,USER_9A44507C9F14,2023-03-05 20:31:02,308.0,42.37
ORDER_7CBCEA8091,USER_B08AA6878593,2023-03-05 20:18:19,306.0,42.09
ORDER_6E27E6828D,USER_34E7D2814906,2023-03-05 20:02:10,439.0,60.39
ORDER_3C81CD9D90,USER_63D42BD3E4E7,2023-03-05 19:56:48,280.0,38.51
ORDER_08A57371E3,USER_6A3DB3F1C119,2023-03-05 19:52:38,235.0,32.32
ORDER_7AFC860C1E,USER_A00485AA5AF9,2023-03-05 19:48:38,228.0,31.36
ORDER_2E04A56073,USER_51595244DC8B,2023-03-05 19:28:42,377.0,51.86
ORDER_A45B58D03A,USER_70F5DB4F4107,2023-03-05 19:26:56,150.21,20.66
ORDER_7FC9A9915F,USER_623951AE7F6D,2023-03-05 19:04:55,300.0,41.27
ORDER_48743C4230,USER_BF6E17F3BCDF,2023-03-05 19:01:10,100.0,13.76
ORDER_651433B660,USER_0CC6F95FBBE7,2023-03-05 18:43:05,160.0,22.01
ORDER_CDDDCBC615,USER_9656991D80F4,2023-03-05 18:34:22,252.0,34.66
ORDER_CD184F8D6B,USER_E2843C8FDF30,2023-03-05 18:25:35,245.0,33.7
ORDER_FE7E9450DD,USER_591B2D23E194,2023-03-05 18:10:47,100.0,13.76
ORDER_80E9C36A64,USER_2D0E3A5924B8,2023-03-05 18:07:57,188.0,25.86
ORDER_E13EE84EA9,USER_054383EF12FE,2023-03-05 17:54:34,214.0,29.44
ORDER_DEF3FD107C,USER_CF945F5F2D5A,2023-03-05 17:54:05,203.0,27.92
ORDER_F2313FE297,USER_F9C5B54DD16B,2023-03-05 17:50:37,200.0,27.51
ORDER_D3AAF72355,USER_40110752698B,2023-03-05 17:38:16,200.0,27.51
ORDER_BA912FFF65,USER_2C87EA64711C,2023-03-05 17:37:14,293.0,40.3
ORDER_775590D249,USER_ACF74AD3D324,2023-03-05 17:35:13,226.0,31.09
ORDER_056FD220E4,USER_97E8A0D2B456,2023-03-05 17:33:22,264.0,36.31
ORDER_DC5A0DCC80,USER_9C74927A2F30,2023-03-05 17:33:20,240.0,33.01
ORDER_1922FEAA1E,USER_16D1DDE182BF,2023-03-05 17:30:20,327.0,44.98
ORDER_00F9CC4B0C,USER_04968A9E2E85,2023-03-05 17:30:12,305.0,41.95
ORDER_C133836CD5,USER_F4BD7A4AC0A3,2023-03-05 17:28:50,200.0,27.51
ORDER_428C015FF4,USER_43624B973FC8,2023-03-05 17:28:00,198.78,27.34
ORDER_463559B26B,USER_79DB52B99062,2023-03-05 17:04:45,200.0,27.51
ORDER_B1A25A49FB,USER_217F73798B48,2023-03-05 17:01:06,279.85,38.49
ORDER_ECEBE626A7,USER_E2F729F3508F,2023-03-05 16:55:42,289.0,39.75
ORDER_1338866BFE,USER_651862F200EC,2023-03-05 16:50:39,422.0,58.05
ORDER_C3EB2867CA,USER_D024FB0E110A,2023-03-05 16:48:01,268.0,36.86
ORDER_265EB45F85,USER_276039F271C1,2023-03-05 16:46:12,270.3,37.18
ORDER_1234323060,USER_9FBCFE351406,2023-03-05 16:44:34,100.0,13.76
ORDER_AD1C71FD1D,USER_450736399D3B,2023-03-05 16:38:48,303.0,41.68
ORDER_C29D2FBD1B,USER_4E8283BD51FE,2023-03-05 16:32:21,336.0,46.22
ORDER_26F1936DFB,USER_427DC280AA2C,2023-03-05 16:28:01,86.9,11.95
ORDER_2072140030,USER_B3AA188F0E06,2023-03-05 16:23:23,285.0,39.2
ORDER_56C7559378,USER_F0105515703A,2023-03-05 16:21:49,205.0,28.2
ORDER_870ADD53AF,USER_CF69674C64CA,2023-03-05 16:18:48,249.0,34.25
ORDER_851FD8BFB0,USER_32F8851408CE,2023-03-05 16:13:50,38.0,5.23
ORDER_0B3293BFE7,USER_C5097B00FE35,2023-03-05 16:11:25,231.0,31.77
ORDER_B495162117,USER_977A54B6C869,2023-03-05 15:59:51,333.0,45.8
ORDER_EA2B871E73,USER_B390BAFB5144,2023-03-05 15:47:27,200.0,27.51
ORDER_5187D06E7C,USER_A28421E88B99,2023-03-05 15:38:23,201.0,27.65
ORDER_E2A82F081A,USER_CC80910EFE1E,2023-03-05 15:31:36,200.0,27.51
ORDER_E0D0B90665,USER_0C6B75B71D9F,2023-03-05 15:31:11,300.0,41.27
ORDER_E7C03A3346,USER_8280596B1821,2023-03-05 15:23:42,268.0,36.86
ORDER_C1E29125D8,USER_2289774CFEDF,2023-03-05 15:19:40,216.0,29.71
ORDER_936FAE26DD,USER_DB96E4E13E5F,2023-03-05 15:17:27,300.0,41.27
ORDER_2FC7B1F85E,USER_B0A46B7B4F67,2023-03-05 14:24:11,100.0,13.76
ORDER_D1C960E141,USER_435DC938F21E,2023-03-05 14:13:27,396.0,54.47
ORDER_A42A220270,USER_4000CAC93128,2023-03-05 14:04:05,310.0,42.64
ORDER_B69B77923D,USER_609F5F5D0821,2023-03-05 14:01:08,255.0,35.08
ORDER_66B3B4F4BF,USER_15955C2EB27F,2023-03-05 13:58:50,218.0,29.99
ORDER_BEBB05952B,USER_C8016209B301,2023-03-05 13:55:52,331.0,45.53
ORDER_5DDFE0CD02,USER_0285025398FE,2023-03-05 13:49:50,260.0,35.76
ORDER_A5E136315D,USER_906FBE4BE862,2023-03-05 13:47:35,108.0,14.86
ORDER_45FE51F7B2,USER_F535DE77CE0A,2023-03-05 13:41:56,31.85,4.38
ORDER_7262FF3427,USER_0948BE34873C,2023-03-05 13:28:06,198.22,27.27
ORDER_47DEDCB97A,USER_E0DE5039176D,2023-03-05 13:08:07,197.0,27.1
ORDER_5E0EE16F03,USER_6CF70D03D308,2023-03-05 13:04:55,181.0,24.9
ORDER_E190A42CF7,USER_8142BF5DED0C,2023-03-05 12:57:37,246.0,33.84
ORDER_714A321EAF,USER_2AB6AA418B71,2023-03-05 12:50:32,200.0,27.51
ORDER_EFD9003F12,USER_A0319C086E61,2023-03-05 12:41:49,211.0,29.02
ORDER_BD15C4B286,USER_ECAAF7F473C6,2023-03-05 12:29:26,200.0,27.51
ORDER_1920212D80,USER_60794855EB9C,2023-03-05 11:51:12,386.0,53.09
ORDER_5B16B44AD5,USER_BB9D397F79D0,2023-03-05 11:35:05,138.0,18.98
ORDER_7AAD7E3E66,USER_D7A868090130,2023-03-05 11:18:45,100.0,13.76
ORDER_F2A7E47CC1,USER_E497A47DD480,2023-03-05 11:14:33,264.0,36.31
ORDER_03E86B5C67,USER_1566BB12C209,2023-03-05 10:59:06,229.0,31.5
ORDER_D1A75F4F7B,USER_A4E4BF81AE91,2023-03-05 10:48:09,200.0,27.51
ORDER_A246D374CD,USER_BC9FBD52F0FB,2023-03-05 10:40:16,200.0,27.51
ORDER_8944613E76,USER_A5822BBC5A15,2023-03-05 10:39:45,155.0,21.32
ORDER_97D5A0AE97,USER_05207D6023BF,2023-03-05 10:34:26,341.0,46.91
ORDER_517DD7E690,USER_C80ADA86388B,2023-03-05 10:27:02,325.0,44.7
ORDER_5E96ADC9C2,USER_C223C94D647B,2023-03-05 10:25:25,100.0,13.76
ORDER_AFD6FA42A7,USER_5446DDA2B714,2023-03-05 10:05:06,332.0,45.67
ORDER_75BBC79721,USER_50B8F5256924,2023-03-05 10:04:17,325.0,44.7
ORDER_566A49FE30,USER_6B41463DEA06,2023-03-05 10:03:38,345.0,47.46
ORDER_FF062BA15E,USER_33009DE8F0A5,2023-03-05 10:02:29,366.0,50.34
ORDER_A773F7DE77,USER_BFFB0C4A42A1,2023-03-05 09:48:48,354.0,48.69
ORDER_D7B3FAE226,USER_84E667924550,2023-03-05 09:42:42,213.0,29.3
ORDER_C2F31A03A5,USER_6F7AD43251C2,2023-03-05 09:39:01,204.0,28.06
ORDER_BE6F913EC0,USER_673626CB2BB4,2023-03-05 09:29:59,190.0,26.13
ORDER_FEE04C06BB,USER_C0E93A68D1D2,2023-03-05 09:23:50,376.46,51.78
ORDER_9D3CD15F23,USER_6FACE394F7C8,2023-03-05 09:13:42,191.0,26.27
ORDER_56052A66EB,USER_037D7021AB41,2023-03-05 09:04:55,200.0,27.51
ORDER_19C1602CE1,USER_0384AF39D26C,2023-03-05 09:03:13,315.0,43.33
ORDER_46146DE5A0,USER_F538BAF00035,2023-03-05 09:02:25,18.0,2.48
ORDER_EAACD2047F,USER_EB5ABCF50D27,2023-03-05 08:52:53,232.0,31.91
ORDER_B805D78352,USER_D0D5CC62B4AC,2023-03-05 08:51:17,168.0,23.11
ORDER_9BDCB2DA57,USER_86B42B0E93E5,2023-03-05 08:40:49,199.97,27.51
ORDER_509E5BF23E,USER_54CA2067C5F9,2023-03-05 08:32:16,200.0,27.51
ORDER_D0229F0D97,USER_ED0048461F67,2023-03-05 08:29:37,310.0,42.64
ORDER_6DE6CF9E7C,USER_2331F23393AA,2023-03-05 08:20:44,300.0,41.27
ORDER_21DB168370,USER_5186B3BD2D5E,2023-03-05 08:14:58,230.0,31.64
ORDER_ACFF7E8EAF,USER_77A1D41AB671,2023-03-05 08:00:38,245.0,33.7
ORDER_5E88C474A6,USER_8415869C591B,2023-03-05 07:38:32,225.0,30.95
ORDER_D2B1F4AA83,USER_F2625D8B5977,2023-03-05 07:18:21,100.0,13.76
ORDER_94547D9D81,USER_B0AF029CE55C,2023-03-05 06:44:01,200.0,27.51
ORDER_87D46686D4,USER_6A5184BAE4C7,2023-03-05 06:25:34,185.0,25.45
ORDER_BF16255BF5,USER_7F73156BA1FA,2023-03-05 01:53:26,319.0,43.88
ORDER_9FBCD08AF1,USER_F7D80CF73A9D,2023-03-04 23:07:59,245.0,33.7
ORDER_CDA28ACF49,USER_5C57E9DD008A,2023-03-04 22:56:19,300.0,41.27
ORDER_60F0565E16,USER_FFB69AFCE257,2023-03-04 21:45:29,104.0,14.31
ORDER_CAEE39B016,USER_E4C6581D2715,2023-03-04 21:11:56,240.0,33.01
ORDER_B07CBDE398,USER_FB2297FD3057,2023-03-04 20:43:43,115.0,15.82
ORDER_90E445E59F,USER_F66AF0B04D7C,2023-03-04 20:33:02,400.0,55.02
ORDER_93CFAE1D3D,USER_C7010A90E481,2023-03-04 20:08:12,200.0,27.51
ORDER_995665E161,USER_698AB59B023F,2023-03-04 19:53:09,325.0,44.7
ORDER_4F97855682,USER_422D601474B3,2023-03-04 19:37:59,300.0,41.27
ORDER_0AF73CE71B,USER_5599ACF829AA,2023-03-04 19:34:59,200.0,27.51
ORDER_66314DEF00,USER_3A77BD4EE8BD,2023-03-04 19:34:12,40.0,5.5
ORDER_C010DC886C,USER_60232F632EA4,2023-03-04 19:17:18,340.0,46.77
ORDER_2ABDE1B399,USER_B49499004FD6,2023-03-04 18:59:48,257.0,35.35
ORDER_46C4C0543D,USER_174976DD2645,2023-03-04 18:44:28,341.0,46.91
ORDER_2EB21D9941,USER_4CF0241F50BD,2023-03-04 18:39:32,420.0,57.77
ORDER_7A37F1F51B,USER_E61AB4A52C7A,2023-03-04 18:30:31,325.0,44.7
ORDER_982C3C8090,USER_5E424A6DF227,2023-03-04 18:18:54,280.0,38.51
ORDER_4AF7B71022,USER_A7AFA8DA21F2,2023-03-04 17:50:37,200.0,27.51
ORDER_BB45D9679A,USER_15B15EDE2C6A,2023-03-04 17:48:54,100.0,13.76
ORDER_1EB4D8620F,USER_0C7A17EE5D00,2023-03-04 17:48:22,275.0,37.83
ORDER_379B6048D0,USER_CC8DB9D544FA,2023-03-04 17:44:59,400.0,55.02
ORDER_C0CC2EB9E0,USER_213B022E743F,2023-03-04 17:43:06,200.0,27.51
ORDER_F6C1C21091,USER_4F22C07FDCDC,2023-03-04 17:39:57,200.0,27.51
ORDER_64031F23A8,USER_5C6FB0D8E4B8,2023-03-04 17:37:31,330.0,45.39
ORDER_01D751B6DF,USER_990A59021E04,2023-03-04 17:23:13,200.0,27.51
ORDER_04F60093A0,USER_6DFB55D185D6,2023-03-04 17:15:38,150.0,20.63
ORDER_2264829A46,USER_6AFD9F25F280,2023-03-04 17:12:16,200.0,27.51
ORDER_4F32F0AB36,USER_3876FA7095AD,2023-03-04 16:59:34,235.0,32.32
ORDER_B3750A71B1,USER_C41E357A3887,2023-03-04 16:37:15,49.97,6.87
ORDER_5374D9598C,USER_E5EF90DDC979,2023-03-04 16:36:26,200.0,27.51
ORDER_ED684DA21D,USER_4FBE3D37BC87,2023-03-04 16:31:33,251.0,34.53
ORDER_85E10F4314,USER_C6242C09EF20,2023-03-04 16:08:21,200.0,27.51
ORDER_CE852F55A7,USER_8309249D0AD0,2023-03-04 16:01:49,276.0,37.96
ORDER_588DFDE47B,USER_466C5BC1DCCA,2023-03-04 16:01:44,214.0,29.44
ORDER_53927874F4,USER_2AFF48AE4801,2023-03-04 16:01:29,100.0,13.76
ORDER_E505E080BF,USER_71A3EC4CA2B5,2023-03-04 15:24:39,200.0,27.51
ORDER_63C5C382EB,USER_0497876BA4A7,2023-03-04 15:08:25,320.0,44.02
ORDER_0753EAC723,USER_23C9BE505617,2023-03-04 15:05:52,200.0,27.51
ORDER_CB590EEC2D,USER_B0BC12311F39,2023-03-04 14:58:43,200.0,27.51
ORDER_F24862D0B9,USER_6F29C3A2DA6D,2023-03-04 14:54:15,301.0,41.4
ORDER_07EDD5C14E,USER_2F7F060A9B1D,2023-03-04 14:47:17,281.0,38.65
ORDER_401528BE8E,USER_FA8867587B72,2023-03-04 14:42:25,335.0,46.08
ORDER_FD6591962F,USER_2C454CD3E2FB,2023-03-04 14:37:29,200.0,27.51
ORDER_AC5427D897,USER_37D62E4E394C,2023-03-04 14:27:14,221.0,30.4
ORDER_0379D29519,USER_A6EC6FD6C3FA,2023-03-04 14:25:58,240.0,33.01
ORDER_EB9C36F4E0,USER_95DAB3671A2D,2023-03-04 14:24:46,256.0,35.21
ORDER_F37787AA2E,USER_540E5D579EBC,2023-03-04 14:24:17,232.0,31.91
ORDER_8058024250,USER_A1B018CAAA9F,2023-03-04 13:55:49,300.0,41.27
ORDER_E00156DFA3,USER_5AA516E76097,2023-03-04 13:42:31,200.0,27.51
ORDER_33F467CD7B,USER_35BE34BE1F76,2023-03-04 13:23:23,290.0,39.89
ORDER_EB912D4DC8,USER_4B713101EB2F,2023-03-04 13:23:05,78.0,10.73
ORDER_DE861918FF,USER_68A50B94EA05,2023-03-04 13:12:10,328.0,45.12
ORDER_BB128F16C9,USER_34D3CD8FA54C,2023-03-04 13:09:59,200.0,27.51
ORDER_99B8A3645E,USER_D26EE5DA3544,2023-03-04 12:30:41,100.0,13.76
ORDER_294651A0BE,USER_A1DE2187B5EE,2023-03-04 12:30:24,200.0,27.51
ORDER_059A27F689,USER_4FE1F82813DA,2023-03-04 12:30:02,304.0,41.82
ORDER_39DE0D16E0,USER_479CABED04D9,2023-03-04 12:26:23,300.0,41.27
ORDER_0E6248DFEA,USER_4F19F8EAFCC0,2023-03-04 12:25:46,200.0,27.51
ORDER_72A1965C76,USER_CC4A87572579,2023-03-04 11:41:52,233.0,32.05
ORDER_DABC2F2468,USER_7532B29B2C7E,2023-03-04 11:30:05,210.0,28.89
ORDER_FA317CAAFA,USER_28EE636F2B46,2023-03-04 11:25:58,200.0,27.51
ORDER_A610EA53C3,USER_3CB608E58986,2023-03-04 11:25:56,194.0,26.69
ORDER_D70796A64C,USER_BA619370AD1B,2023-03-04 11:21:18,200.0,27.51
ORDER_3755FD470D,USER_F6657A6E443C,2023-03-04 11:08:35,175.0,24.07
ORDER_44DE41BBC7,USER_A9B863D22A36,2023-03-04 11:05:10,173.0,23.8
ORDER_D05B4DA6A9,USER_B47A1CDCE17A,2023-03-04 11:03:45,200.0,27.51
ORDER_16F88E2FDB,USER_D4BAEADFFEDC,2023-03-04 10:54:54,238.0,32.74
ORDER_BFB6FC5100,USER_CB4ACE03186A,2023-03-04 10:52:10,200.0,27.51
ORDER_62F71CC389,USER_ACFA738D5964,2023-03-04 10:48:29,351.0,48.28
ORDER_0B728DE510,USER_FF09A2FF37CF,2023-03-04 10:45:53,218.0,29.99
ORDER_297520829F,USER_7C0997AC054F,2023-03-04 10:42:36,300.0,41.27
ORDER_4663B05ED7,USER_7AD98A1F232B,2023-03-04 10:39:48,240.0,33.01
ORDER_2094F5424B,USER_F26690C3E16B,2023-03-04 10:32:14,200.0,27.51
ORDER_007EE77604,USER_0EA8DE7C1382,2023-03-04 10:29:18,200.0,27.51
ORDER_1762B5E3E4,USER_912B2663CC99,2023-03-04 10:22:45,208.0,28.61
ORDER_A2ED98A71E,USER_2B75E4F1C027,2023-03-04 10:22:13,180.0,24.76
ORDER_B9FC9FDF4C,USER_11FF5CE1BA5B,2023-03-04 10:05:08,290.0,39.89
ORDER_B297800078,USER_9F473EF32448,2023-03-04 09:54:39,247.0,33.98
ORDER_DB43033051,USER_DC19EBF0A719,2023-03-04 09:51:18,145.0,19.94
ORDER_3D3CE39980,USER_693A422022FB,2023-03-04 09:43:43,103.0,14.17
ORDER_58E2830A73,USER_48E73661027E,2023-03-04 09:21:30,281.0,38.65
ORDER_DD63015B93,USER_DCB1005A975A,2023-03-04 09:12:40,140.0,19.26
ORDER_6105825948,USER_A9BA8CF1FC42,2023-03-04 09:08:43,220.0,30.26
ORDER_30C9785AFF,USER_0F5045AA0D07,2023-03-04 09:06:22,261.0,35.9
ORDER_9249ED2022,USER_B47668645AB8,2023-03-04 09:06:00,295.0,40.58
ORDER_5976FDC15C,USER_86A0627F71A2,2023-03-04 08:57:19,328.0,45.12
ORDER_2CBEFFF477,USER_65C1D09957CD,2023-03-04 08:44:27,152.0,20.91
ORDER_0BF5619F6A,USER_D60E02189E3A,2023-03-04 08:43:15,310.0,42.64
ORDER_E1BEAC872B,USER_A1E5C2D006B0,2023-03-04 08:40:23,340.0,46.77
ORDER_B03E3D3528,USER_A79B5C15EF9A,2023-03-04 08:38:25,345.0,47.46
ORDER_3A691C1F88,USER_7135F8025B04,2023-03-04 08:37:42,326.0,44.84
ORDER_091C768C8F,USER_AFA36692AE97,2023-03-04 08:36:01,160.0,22.01
ORDER_A137011F5B,USER_3C6743106DD9,2023-03-04 08:30:07,280.0,38.51
ORDER_03AA9A75D7,USER_80089C4A9482,2023-03-04 08:15:37,417.0,57.36
ORDER_6DDD8F2678,USER_C3ECA937183E,2023-03-04 08:03:40,100.0,13.76
ORDER_13A2C6E238,USER_6FAFDA312A48,2023-03-04 08:02:37,222.0,30.54
ORDER_3D03335D0E,USER_7A739E2D7C7A,2023-03-04 08:00:42,200.0,27.51
ORDER_8F8F9B9DEA,USER_BAE6F58F84AF,2023-03-04 08:00:37,380.0,52.27
ORDER_2A1317B751,USER_B4CB3F1366DB,2023-03-04 07:29:13,275.0,37.83
ORDER_7254806798,USER_A5784B42DB78,2023-03-04 07:07:29,200.0,27.51
ORDER_66B4037FB9,USER_18280ABF0C06,2023-03-04 06:50:41,176.4,24.26
ORDER_8A8FB79E04,USER_4D0E8FB126FB,2023-03-04 06:30:47,200.0,27.51
ORDER_0143112B7A,USER_A057D1C58070,2023-03-04 05:12:58,188.0,25.86
ORDER_215748C76B,USER_7929C48DCB0B,2023-03-03 21:56:22,221.0,30.4
ORDER_EC2EAC2775,USER_DA108862E8FF,2023-03-03 21:13:46,220.0,30.26
ORDER_9BE6394D9F,USER_48CDB67A64D9,2023-03-03 21:04:08,302.0,41.54
ORDER_093630B983,USER_C0CFDE0A028B,2023-03-03 20:45:58,440.0,60.52
ORDER_163A41A0CC,USER_F67FC90E8F68,2023-03-03 20:21:09,200.0,27.51
ORDER_6C2CBDDA9E,USER_AFAD97473C91,2023-03-03 19:42:16,130.0,17.88
ORDER_66AD0EBCFB,USER_2674750E50A8,2023-03-03 19:37:54,185.0,25.45
ORDER_7DA6C4C7B3,USER_BD313E79DEA7,2023-03-03 19:28:26,313.0,43.05
ORDER_D17ABCBE83,USER_603B5D93FA38,2023-03-03 19:07:30,200.0,27.51
ORDER_4622673EE0,USER_467BE600C894,2023-03-03 18:42:45,294.0,40.44
ORDER_8C7E63BEBA,USER_B2206A90404A,2023-03-03 18:23:05,231.0,31.77
ORDER_43584C000D,USER_4AD758A5399D,2023-03-03 18:14:20,206.0,28.34
ORDER_F0D137FB44,USER_015648C0FBE9,2023-03-03 18:12:03,436.0,59.97
ORDER_5481333908,USER_C03BE48889E3,2023-03-03 17:58:24,201.0,27.65
ORDER_FF01C1AE79,USER_B472BB69C6D3,2023-03-03 17:56:17,216.0,29.71
ORDER_64F80DBED9,USER_2A80A99C38C1,2023-03-03 17:52:37,257.0,35.35
ORDER_054E9E31BA,USER_94A5A4FFE135,2023-03-03 17:49:16,345.0,47.46
ORDER_A54F2B06B3,USER_760636C9259C,2023-03-03 17:33:16,315.0,43.33
ORDER_62DDB42227,USER_FFFFE2CF3CA4,2023-03-03 17:29:45,100.0,13.76
ORDER_903768FC3B,USER_146ED4C1A3FB,2023-03-03 16:06:19,225.0,30.95
ORDER_9360006082,USER_94984361BD5F,2023-03-03 16:01:00,128.0,17.61
ORDER_7E81135A40,USER_0E4113BB2FF1,2023-03-03 15:43:07,330.0,45.39
ORDER_B7BE626F07,USER_6DA67C197B08,2023-03-03 15:17:43,297.0,40.85
ORDER_EF05AF76F9,USER_70BB507B709B,2023-03-03 15:12:25,112.24,15.44
ORDER_221BB8AE12,USER_9ACB86387EC6,2023-03-03 14:59:23,150.0,20.63
ORDER_6DE80F027B,USER_72D7473EDCCA,2023-03-03 14:28:59,200.0,27.51
ORDER_C3E49FE547,USER_C6A72AC36C4E,2023-03-03 14:28:08,201.0,27.65
ORDER_29556B5409,USER_24364909D0B7,2023-03-03 14:27:36,196.0,26.96
ORDER_2778B6A579,USER_05E1243777F6,2023-03-03 13:56:35,111.0,15.27
ORDER_741D1DEE48,USER_275CA2E34183,2023-03-03 13:29:08,38.81,5.34
ORDER_28EE81AFE8,USER_EE59F91C99AC,2023-03-03 13:27:19,263.0,36.18
ORDER_C49B60C29A,USER_33DBF73F7C77,2023-03-03 13:25:23,215.0,29.57
ORDER_76EA7625C8,USER_1AC454F7E167,2023-03-03 13:22:31,200.0,27.51
ORDER_FC3FB9DD76,USER_025BA3C0C755,2023-03-03 13:21:00,158.23,21.76
ORDER_3E436FFCD5,USER_F746693A4CF9,2023-03-03 13:10:49,200.0,27.51
ORDER_05AE34BAED,USER_4890BF45D9B6,2023-03-03 12:44:32,101.0,13.89
ORDER_26C2D217C7,USER_29F99AD8BDA9,2023-03-03 12:43:46,200.0,27.51
ORDER_7B8E93760E,USER_DDE7D35A335F,2023-03-03 12:28:32,100.0,13.76
ORDER_CFF2A362CF,USER_D12E362BB554,2023-03-03 12:25:10,200.0,27.51
ORDER_3693AC81CA,USER_C712CC09B861,2023-03-03 12:22:01,77.2,10.62
ORDER_0B7D8EF257,USER_2796ECA901B8,2023-03-03 12:02:15,272.0,37.41
ORDER_EB42B37B0E,USER_BED27C479CF1,2023-03-03 11:26:16,100.0,13.76
ORDER_EC0B6A7D63,USER_78DF9BDFF690,2023-03-03 11:11:15,200.0,27.51
ORDER_BEF60EFBB4,USER_8C10936282B4,2023-03-03 10:48:15,290.0,39.89
ORDER_BAEFE96031,USER_D89D4FC91B41,2023-03-03 10:42:18,139.0,19.12
ORDER_05001E83F3,USER_EB9F02BB7FF7,2023-03-03 10:26:58,130.0,17.88
ORDER_615EF68209,USER_81814306D77A,2023-03-03 10:12:14,100.0,13.76
ORDER_F6C104F57C,USER_4B753FE3B0DD,2023-03-03 10:00:06,337.0,46.35
ORDER_504D355F25,USER_DA65E81D3A8C,2023-03-03 09:59:03,310.0,42.64
ORDER_3F0DE33C64,USER_2F731130367E,2023-03-03 09:54:26,323.0,44.43
ORDER_BDCE0B35BD,USER_3EF5E7231939,2023-03-03 09:25:51,388.0,53.37
ORDER_8C173A78DB,USER_C0199ECB315F,2023-03-03 09:23:51,123.0,16.92
ORDER_4E83CDCFE2,USER_561F47DE39FE,2023-03-03 09:07:23,200.0,27.51
ORDER_60DF8CF11F,USER_6594C6BC8C83,2023-03-03 09:07:01,327.0,44.98
ORDER_A8AFC7462B,USER_8D798D1CC9E4,2023-03-03 09:01:51,327.0,44.98
ORDER_AD1748F4A1,USER_8B3EF34C6265,2023-03-03 08:53:43,265.0,36.45
ORDER_514F3E373A,USER_91CD6401B689,2023-03-03 08:51:22,200.0,27.51
ORDER_8F82BE792B,USER_02A7BE0BC9CE,2023-03-03 08:44:07,204.0,28.06
ORDER_8471B45076,USER_BAE066D366D0,2023-03-03 08:32:45,402.0,55.3
ORDER_67DC72A71D,USER_B1C18DF5FF58,2023-03-03 08:29:23,300.0,41.27
ORDER_94CE047D1C,USER_72F5C738676E,2023-03-03 08:24:57,224.0,30.81
ORDER_19BCFF742C,USER_03C4323BDABA,2023-03-03 08:13:00,483.0,66.44
ORDER_A86A94CA09,USER_BB682695D2D6,2023-03-03 08:03:27,231.0,31.77
ORDER_DF5368398B,USER_5CFF74BD1DD9,2023-03-03 08:02:05,241.0,33.15
